File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,"GenericGF::multiply(int a, int b)",8,6,5,3,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::getSize(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::getGeneratorBase(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,"GenericGFPoly::GenericGFPoly(Ref<GenericGF> field, ArrayRef<int> coefficients)",22,21,16,5,0,0,1,12,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::getCoefficients(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::getDegree(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::isZero(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::getCoefficient(int degree),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::evaluateAt(int a),20,17,13,7,1,0,2,11,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::addOrSubtract(Ref<zxing::GenericGFPoly> other),32,27,20,9,4,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::multiply(Ref<zxing::GenericGFPoly> other),25,20,15,6,5,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::multiply(int scalar),13,13,10,6,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,"GenericGFPoly::multiplyByMonomial(int degree, int coefficient)",13,13,10,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGFPoly.cpp,GenericGFPoly::divide(Ref<GenericGFPoly> other),29,25,20,4,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonDecoder.cpp,ReedSolomonDecoder::ReedSolomonDecoder(Ref<GenericGF> field_),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonDecoder.cpp,ReedSolomonDecoder::~ReedSolomonDecoder(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonDecoder.cpp,"ReedSolomonDecoder::decode(ArrayRef<int> received, int twoS)",28,28,22,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonDecoder.cpp,"ReedSolomonDecoder::runEuclideanAlgorithm(Ref<GenericGFPoly> a, Ref<GenericGFPoly> b, int R)",55,44,38,7,7,0,4,31,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonDecoder.cpp,ReedSolomonDecoder::findErrorLocations(Ref<GenericGFPoly> errorLocator),20,19,15,6,0,1,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonDecoder.cpp,"ReedSolomonDecoder::findErrorMagnitudes(Ref<GenericGFPoly> errorEvaluator, ArrayRef<int> errorLocations)",21,20,15,5,0,0,1,6,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonException.cpp,ReedSolomonException::ReedSolomonException(const char *msg),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\ReedSolomonException.cpp,throw(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\DataMatrixReader.cpp,DataMatrixReader::DataMatrixReader(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\DataMatrixReader.cpp,"DataMatrixReader::decode(Ref<BinaryBitmap> image, DecodeHints hints)",13,9,8,1,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\DataMatrixReader.cpp,DataMatrixReader::~DataMatrixReader(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,"ECB::ECB(int count, int dataCodewords)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,ECB::getCount(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,ECB::getDataCodewords(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,"ECBlocks::ECBlocks(int ecCodewords, ECB *ecBlocks)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,"ECBlocks::ECBlocks(int ecCodewords, ECB *ecBlocks1, ECB *ecBlocks2)",2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,ECBlocks::getECCodewords(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,ECBlocks::getECBlocks(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,ECBlocks::~ECBlocks(),4,4,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,"Version::Version(int versionNumber, int symbolSizeRows, int symbolSizeColumns, int dataRegionSizeRows, int dataRegionSizeColumns, ECBlocks* ecBlocks)",10,9,8,1,0,0,1,6,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::~Version(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getVersionNumber(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getSymbolSizeRows(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getSymbolSizeColumns(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getDataRegionSizeRows(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getDataRegionSizeColumns(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getTotalCodewords(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::getECBlocks(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,"Version::getVersionForDimensions(int numRows, int numColumns)",15,11,8,4,1,0,3,28,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\Version.cpp,Version::buildVersions(),62,62,32,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::copyBit(size_t x, size_t y, int versionBits)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,BitMatrixParser::BitMatrixParser(Ref<BitMatrix> bitMatrix),8,7,6,1,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,BitMatrixParser::readVersion(Ref<BitMatrix> bitMatrix),13,11,9,4,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,BitMatrixParser::readCodewords(),66,57,53,5,5,0,4,22,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::readModule(int row, int column, int numRows, int numColumns)",12,11,9,3,0,0,1,10,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::readUtah(int row, int column, int numRows, int numColumns)",34,34,26,9,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::readCorner1(int numRows, int numColumns)",34,34,26,9,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::readCorner2(int numRows, int numColumns)",34,34,26,9,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::readCorner3(int numRows, int numColumns)",34,34,26,9,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,"BitMatrixParser::readCorner4(int numRows, int numColumns)",34,34,26,9,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\BitMatrixParser.cpp,BitMatrixParser::extractDataRegion(Ref<BitMatrix> bitMatrix),36,31,25,7,5,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DataBlock.cpp,"DataBlock::DataBlock(int numDataCodewords, ArrayRef<char> codewords)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DataBlock.cpp,DataBlock::getNumDataCodewords(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DataBlock.cpp,DataBlock::getCodewords(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DataBlock.cpp,"DataBlock::getDataBlocks(ArrayRef<char> rawCodewords, Version *version)",69,53,41,14,6,0,10,101,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,DecodedBitStreamParser::decode(ArrayRef<char> bytes),39,38,29,9,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeAsciiSegment(Ref<BitSource> bits, ostringstream & result, ostringstream & resultTrailer)",55,47,44,11,0,16,8,109,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeC40Segment(Ref<BitSource> bits, ostringstream & result)",75,68,53,14,3,4,4,60,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeTextSegment(Ref<BitSource> bits, ostringstream & result)",76,68,53,14,3,4,5,70,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeAnsiX12Segment(Ref<BitSource> bits, ostringstream & result)",36,30,26,4,3,7,3,57,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::parseTwoBytes(int firstByte, int secondByte, int* result)",8,8,8,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeEdifactSegment(Ref<BitSource> bits, ostringstream & result)",26,20,15,5,3,3,3,49,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeBase256Segment(Ref<BitSource> bits, ostringstream& result, vector<char> byteSegments)",29,23,19,4,2,2,4,36,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\Decoder.cpp,Decoder::Decoder(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\Decoder.cpp,"Decoder::correctErrors(ArrayRef<char> codewordBytes, int numDataCodewords)",18,16,13,2,0,0,2,26,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\decoder\Decoder.cpp,Decoder::decode(Ref<BitMatrix> bits),33,22,19,4,4,0,7,42,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\CornerPoint.cpp,"CornerPoint::CornerPoint(float posX, float posY)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\CornerPoint.cpp,CornerPoint::getCount() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\CornerPoint.cpp,CornerPoint::incrementCount(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\CornerPoint.cpp,CornerPoint::equals(Ref<CornerPoint> other) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"increment(PointMap& table, Ref<ResultPoint> const& key)",3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,ResultPointsAndTransitions::ResultPointsAndTransitions(),5,5,5,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"ResultPointsAndTransitions::ResultPointsAndTransitions(Ref<ResultPoint> from, Ref<ResultPoint> to, int transitions)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,ResultPointsAndTransitions::getFrom(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,ResultPointsAndTransitions::getTo(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,ResultPointsAndTransitions::getTransitions(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,Detector::Detector(Ref<BitMatrix> image),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,Detector::getImage(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,Detector::detect(),173,113,94,16,26,1,34,371,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::correctTopRightRectangular(Ref<ResultPoint> bottomLeft, Ref<ResultPoint> bottomRight, Ref<ResultPoint> topLeft, Ref<ResultPoint> topRight, int dimensionTop, int dimensionRight)",34,27,20,7,7,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::correctTopRight(Ref<ResultPoint> bottomLeft, Ref<ResultPoint> bottomRight, Ref<ResultPoint> topLeft, Ref<ResultPoint> topRight, int dimension)",36,29,20,7,7,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,Detector::isValid(Ref<ResultPoint> p),3,3,2,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::distance(Ref<ResultPoint> a, Ref<ResultPoint> b)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::transitionsBetween(Ref<ResultPoint> from, Ref<ResultPoint> to)",40,38,33,7,1,0,1,5,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::createTransform(Ref<ResultPoint> topLeft, Ref<ResultPoint> topRight, Ref<ResultPoint> bottomLeft, Ref<ResultPoint> bottomRight, int dimensionX, int dimensionY)",21,20,3,1,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::sampleGrid(Ref<BitMatrix> image, int dimensionX, int dimensionY, Ref<PerspectiveTransform> transform)",3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,Detector::insertionSort(std::vector<Ref<ResultPointsAndTransitions> > &vector),16,16,14,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\Detector.cpp,"Detector::compare(Ref<ResultPointsAndTransitions> a, Ref<ResultPointsAndTransitions> b)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\datamatrix\detector\DetectorException.cpp,DetectorException::DetectorException(const char *msg),2,1,1,0,1,0,0,0,
