File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,BitArray::getBitArray(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,BitArray::reverse(),9,9,7,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,BitArray::Reverse::Reverse(Ref<BitArray> array_),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,BitArray::Reverse::~Reverse(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,numberOfTrailingZeros(int i),10,9,9,2,0,0,1,3,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,BitArray::getNextSet(int from),16,15,12,6,0,0,1,5,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArray.cpp,BitArray::getNextUnset(int from),16,15,12,6,0,0,1,5,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitArrayIO.cpp,"zxing::operator <<(ostream& os, BitArray const& ba)",8,8,6,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,"BitMatrix::init(int width, int height)",8,8,7,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,BitMatrix::BitMatrix(int dimension),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,"BitMatrix::BitMatrix(int width, int height)",2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,BitMatrix::~BitMatrix(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,"BitMatrix::flip(int x, int y)",3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,"BitMatrix::setRegion(int left, int top, int width, int height)",18,18,13,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,"BitMatrix::getRow(int y, Ref<BitArray> row)",9,9,7,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,BitMatrix::getWidth() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,BitMatrix::getHeight() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,BitMatrix::getTopLeftOnBit() const,21,20,17,5,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitMatrix.cpp,BitMatrix::getBottomRightOnBit() const,23,20,17,5,3,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitSource.cpp,BitSource::readBits(int numBits),43,34,28,7,6,0,3,15,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\BitSource.cpp,BitSource::available(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,CharacterSetECI::init_tables(),29,29,29,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,"CharacterSetECI::CharacterSetECI(int const* values, char const* const* names)",7,7,5,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,CharacterSetECI::name() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,CharacterSetECI::getValue() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,"CharacterSetECI::addCharacterSet(int const* values, char const* const* names)",2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,CharacterSetECI::getCharacterSetECIByValue(int value),5,5,4,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\CharacterSetECI.cpp,CharacterSetECI::getCharacterSetECIByName(string const& name),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DecoderResult.cpp,"DecoderResult::DecoderResult(ArrayRef<char> rawBytes, Ref<String> text, ArrayRef< ArrayRef<char> >& byteSegments, string const& ecLevel)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DecoderResult.cpp,"DecoderResult::DecoderResult(ArrayRef<char> rawBytes, Ref<String> text)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DecoderResult.cpp,DecoderResult::getRawBytes(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DecoderResult.cpp,DecoderResult::getText(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DetectorResult.cpp,"DetectorResult::DetectorResult(Ref<BitMatrix> bits, ArrayRef< Ref<ResultPoint> > points)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DetectorResult.cpp,DetectorResult::getBits(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\DetectorResult.cpp,DetectorResult::getPoints(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,GlobalHistogramBinarizer::GlobalHistogramBinarizer(Ref<LuminanceSource> source),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,GlobalHistogramBinarizer::~GlobalHistogramBinarizer(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,GlobalHistogramBinarizer::initArrays(int luminanceSize),7,7,5,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,"GlobalHistogramBinarizer::getBlackRow(int y, Ref<BitArray> row)",40,35,29,7,2,0,3,34,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,GlobalHistogramBinarizer::getBlackMatrix(),35,28,23,6,4,0,3,30,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,GlobalHistogramBinarizer::estimateBlackPoint(ArrayRef<int> const& buckets),71,50,38,12,5,0,16,168,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GlobalHistogramBinarizer.cpp,GlobalHistogramBinarizer::createBinarizer(Ref<LuminanceSource> source),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleLuminanceSource.cpp,"GreyscaleLuminanceSource:: GreyscaleLuminanceSource(ArrayRef<char> greyData, int dataWidth, int dataHeight, int left, int top, int width, int height)",5,4,3,1,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleLuminanceSource.cpp,"GreyscaleLuminanceSource::getRow(int y, ArrayRef<char> row) const",12,12,10,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleLuminanceSource.cpp,GreyscaleLuminanceSource::getMatrix() const,11,11,9,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleLuminanceSource.cpp,GreyscaleLuminanceSource::rotateCounterClockwise() const,8,6,3,1,0,0,2,18,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleRotatedLuminanceSource.cpp,"GreyscaleRotatedLuminanceSource:: GreyscaleRotatedLuminanceSource(ArrayRef<char> greyData, int dataWidth, int dataHeight, int left, int top, int width, int height)",5,4,3,1,0,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleRotatedLuminanceSource.cpp,"GreyscaleRotatedLuminanceSource::getRow(int y, ArrayRef<char> row) const",20,20,13,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GreyscaleRotatedLuminanceSource.cpp,GreyscaleRotatedLuminanceSource::getMatrix() const,11,11,9,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GridSampler.cpp,GridSampler::GridSampler(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GridSampler.cpp,"GridSampler::sampleGrid(Ref<BitMatrix> image, int dimension, Ref<PerspectiveTransform> transform)",19,19,15,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GridSampler.cpp,"GridSampler::sampleGrid(Ref<BitMatrix> image, int dimensionX, int dimensionY, Ref<PerspectiveTransform> transform)",19,19,15,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GridSampler.cpp,"GridSampler::sampleGrid(Ref<BitMatrix> image, int dimension, float p1ToX, float p1ToY, float p2ToX, float p2ToY, float p3ToX, float p3ToY, float p4ToX, float p4ToY, float p1FromX, float p1FromY, float p2FromX, float p2FromY, float p3FromX, float p3FromY, float p4FromX, float p4FromY)",6,4,3,1,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GridSampler.cpp,"GridSampler::checkAndNudgePoints(Ref<BitMatrix> image, vector<float> &points)",30,22,18,4,5,0,3,47,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\GridSampler.cpp,GridSampler::getInstance(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,HybridBinarizer::HybridBinarizer(Ref<LuminanceSource> source),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,HybridBinarizer::~HybridBinarizer(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,HybridBinarizer::createBinarizer(Ref<LuminanceSource> source),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,HybridBinarizer::getBlackMatrix(),34,32,21,6,1,0,1,13,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,"cap(int value, int min, int max)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,"HybridBinarizer::calculateThresholdForBlock(ArrayRef<char> luminances, int subWidth, int subHeight, int width, int height, ArrayRef<int> blackPoints, Ref<BitMatrix> const& matrix)",28,28,23,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,"HybridBinarizer::thresholdBlock(ArrayRef<char> luminances, int xoffset, int yoffset, int threshold, int stride, Ref<BitMatrix> const& matrix)",11,11,8,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,"getBlackPointFromNeighbors(ArrayRef<int> blackPoints, int subWidth, int x, int y)",4,4,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\HybridBinarizer.cpp,"HybridBinarizer::calculateBlackPoints(ArrayRef<char> luminances, int subWidth, int subHeight, int width, int height)",61,54,40,15,2,0,5,22,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\IllegalArgumentException.cpp,IllegalArgumentException::IllegalArgumentException(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\IllegalArgumentException.cpp,IllegalArgumentException::IllegalArgumentException(const char *msg),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\IllegalArgumentException.cpp,throw(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,"PerspectiveTransform::PerspectiveTransform(float inA11, float inA21, float inA31, float inA12, float inA22, float inA32, float inA13, float inA23, float inA33)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,"PerspectiveTransform::quadrilateralToQuadrilateral(float x0, float y0, float x1, float y1, float x2, float y2, float x3, float y3, float x0p, float y0p, float x1p, float y1p, float x2p, float y2p, float x3p, float y3p)",5,5,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,"PerspectiveTransform::squareToQuadrilateral(float x0, float y0, float x1, float y1, float x2, float y2, float x3, float y3)",19,19,16,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,"PerspectiveTransform::quadrilateralToSquare(float x0, float y0, float x1, float y1, float x2, float y2, float x3, float y3)",3,2,2,1,0,0,1,7,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,PerspectiveTransform::buildAdjoint(),6,5,3,1,0,0,1,8,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,PerspectiveTransform::times(Ref<PerspectiveTransform> other),8,8,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,PerspectiveTransform::transformPoints(vector<float> &points),9,9,8,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\PerspectiveTransform.cpp,"operator<<(ostream& out, const PerspectiveTransform &pt)",5,5,5,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::String(const std::string &text),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::String(int capacity),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::getText() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::charAt(int i) const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::size() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::length() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::substring(int i) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::append(const std::string &tail),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,String::append(char c),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\Str.cpp,"zxing::operator <<(std::ostream& out, String const& s)",3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\StringUtils.cpp,"StringUtils::guessEncoding(char* bytes, int length, Hashtable const& hints)",159,123,94,34,9,3,27,175,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\MonochromeRectangleDetector.cpp,MonochromeRectangleDetector::detect(),35,31,26,1,3,0,1,17,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\MonochromeRectangleDetector.cpp,"MonochromeRectangleDetector::findCornerFromCenter(int centerX, int deltaX, int left, int right, int centerY, int deltaY, int top, int bottom, int maxWhiteRun)",51,47,38,15,0,0,4,22,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\MonochromeRectangleDetector.cpp,"MonochromeRectangleDetector::blackWhiteRange(int fixedDimension, int maxWhiteRun, int minDim, int maxDim, bool horizontal)",50,45,36,10,3,0,2,6,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\WhiteRectangleDetector.cpp,WhiteRectangleDetector::WhiteRectangleDetector(Ref<BitMatrix> image),12,10,9,1,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\WhiteRectangleDetector.cpp,"WhiteRectangleDetector::WhiteRectangleDetector(Ref<BitMatrix> image, int initSize, int x, int y)",13,11,10,1,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\WhiteRectangleDetector.cpp,WhiteRectangleDetector::detect(),147,108,81,36,23,0,16,28,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\WhiteRectangleDetector.cpp,"WhiteRectangleDetector::getBlackPointOnSegment(int aX_, int aY_, int bX_, int bY_)",16,15,13,4,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\WhiteRectangleDetector.cpp,"WhiteRectangleDetector::centerEdges(Ref<ResultPoint> y, Ref<ResultPoint> z, Ref<ResultPoint> x, Ref<ResultPoint> t)",39,30,29,2,3,0,6,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\detector\WhiteRectangleDetector.cpp,"WhiteRectangleDetector::containsBlackPoint(int a, int b, int fixed, bool horizontal)",16,15,10,8,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,"GenericGF::GenericGF(int primitive_, int size_, int b)",4,4,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::initialize(),25,22,17,3,2,1,1,21,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::checkInit(),4,4,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::getZero(),3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::getOne(),3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,"GenericGF::buildMonomial(int degree, int coefficient)",13,11,9,4,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,"GenericGF::addOrSubtract(int a, int b)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::exp(int a),3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::log(int a),6,6,5,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\common\reedsolomon\GenericGF.cpp,GenericGF::inverse(int a),6,6,5,2,0,0,0,0,
